#,Name,Name (Default Variant),Image,Icon,Source,Rarity Group,Reorderable,Buy Price (Bells),Buy Price (Medals),Sell Price (Re-Tail),Sell Price (Nooklings),Sell Price (Leila),Type,Size,Wall-Mounted,Surface,Placeable on Surfaces,Can Trash,Can Be Walked On,Interactivity,Animated,Sound,HHA Base Points,HHA Series,HHA Series Type,HHA Theme Challenge,Color 1,Color 2,When HHA Lucky,Fashion,Catalog Keyword,Consumable,Customizable,Customization Cost,Total Variant Count,Body Variant Count,Customizable Body Name,Pattern Variant Count,Customizable Pattern Name,Ore Variant Count,Customization Ores,Notes,Name (1.0),Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),# (EN-EU),# (JP),# (ES-NA),# (ES-EU),# (FR-NA),# (FR-EU),# (GER),# (ITA),# (KOR),Version Added,Buy Price (Internal),Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (GCN),Name (WW),Name (CF),Name (NH),Name (HHD),Name (PC)
0816,lectern with mic,lectern with mic (White),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,No,No,,,,,,151,-,-,-,white,white,-,official,,No,Yes,160,3,3,the body color,1,-,-,-,,-,-,しかいしゃだい,atril de conferencia,atril de conferencia,pupitre microphone,pupitre microphone,Rednerpult,podio con microfono,사회자 단상,0817,0648,0110,0110,1332,1330,1195,0999,0730,1.4,1600,-,2F6E,rmk_oth_mctable,No,,,,,lectern with mic,-
0817,lecture-hall bench,lecture-hall bench (Wood-grain),,,Leopold's RV,-,No,-,-,800,640,-,Seat,2x1,No,No,No,,,Sit,-,Sit,151,-,-,-,brown,brown,-,official,,No,Yes,320,2,2,the body color,1,-,-,-,,-,-,こうぎしつのイス,silla doble de aula,silla doble de aula,double siège d'amphi,double siège d'amphi,Schulbank,coppia sedie aula,강의실 의자,0818,0552,1428,1428,0576,0575,1366,0374,0075,1.4,3200,-,2F51,rmk_sch_collagechair,Yes,,,,lecture-hall bench,,-
0818,lecture-hall desk,lecture-hall desk (Wood-grain),,,Leopold's RV,-,No,-,-,800,640,-,Table,2x1,No,Yes,No,,,,,,151,-,-,-,brown,brown,-,official,,No,Yes,320,2,2,the body color,1,-,-,-,,-,-,こうぎしつのつくえ,pupitre,pupitre,table d'amphi,table d'amphi,Klassenraumtisch,banco aula,강의실 책상,0819,0553,1261,1264,1505,1505,0742,0126,0076,1.4,3200,-,2F52,rmk_sch_collagetable,No,,,,lecture-hall desk,lecture-hall desk,-
0819,LED display,LED display (Star),,,Nooklings,-,Yes,"3,000",-,750,600,-,-,2x1,Yes,No,No,,,,,,151,-,-,Toy Shop,-,yellow,-,flashy,,No,Yes,300,3,1,-,3,the screen,-,-,,-,-,かべのでんこうけいじばん,panel LED,panel LED,affichage LED,affichage LED,LED-Wandanzeige,schermo LED,벽걸이 전광판,0820,0353,1160,1163,0004,0004,0856,1151,0627,1.0,3000,2C2E,2CD8,rmk_oth_elebbs_wall,Yes,,,,wall-mounted LED display,LED display,-
0820,left platform,left platform,,,Nooklings,B,Yes,"1,600",-,400,320,-,-,2x1,No,No,No,,,,,,151,classroom,Set,Sci-Fi,green,brown,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,きょうだんのひだり,tarima izquierda,tarima izquierda,grand tableau gauche,grand tableau gauche,Tafelhälfte (links),lavagna sinistra,왼쪽 교단,0821,0434,1590,1590,0735,0733,1524,0641,1042,1.0,1600,2AB3,2B5D,int_sch_platformL,No,,,,left chalkboard section,,-
0821,left Splatfest sign,left Splatfest sign (Red - Team Fox),,,Cece's RV,-,No,-,-,"3,000",-,-,-,2x1,No,No,No,,,,,,300,-,-,Toy Shop,brown,yellow,-,rock 'n' roll,,No,Yes,1200,24,8,the ink color,3,Team,-,-,,-,-,フェスかんばんひだり,cartel izq. Splatoon,panel izq. Splatoon,panneau festival (G),panneau festival (G),Splatfest-Schild (l),targa festival sin.,페스트 간판 왼쪽,0822,1341,0396,1162,1172,1170,1443,1451,1521,1.4,12000,-,304A,rmk_spl_fesL,Yes,,,,,,-
0822,lefty desk,lefty desk (Blue),,,Nooklings,A,Yes,"1,240",-,310,248,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,classroom,Set,-,blue,brown,-,basic,,No,Yes,124,4,4,the chair color,1,-,-,-,,-,-,ひだりききデスク,silla zurdos,silla zurdos,tablette gauche,tablette gauche,Pult (links),sedia banco mancini,왼손잡이 책상,0823,1297,1480,1479,1581,1581,1156,1184,1041,1.0,1240,2BB1,2C5B,rmk_scx_chairS_l,No,,,,,,-
0823,lefty lucky cat,lefty lucky cat,,,Nooklings,C,Yes,"1,700",-,425,340,-,Doll,1x1,No,No,Yes,,,,,,151,lucky cat,Set,Harmonious,white,yellow,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ひだりてまねきねこ,gato suerte zurdo,gato suerte zurdo,chat fétiche gaucher,chat fétiche gaucher,Linkshänderkatze,gatto fort. mancino,왼손 복고양이,0824,1298,0676,0678,0418,0417,0864,0504,1040,1.0,1700,2B0E,2BB8,int_cat_whiteL,No,,,,lucky cat,,-
0824,lemon table,lemon table,,,Nooklings,B,Yes,"1,500",-,375,300,-,Table,1x1,No,Yes,No,,,,,,151,citrus,Set,Rustic,yellow,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,レモンのテーブル,mesa limón,mesa limón,table citron,table citron,Zitronentisch,tavolo limone,레몬 테이블,0825,1683,1000,1000,1503,1503,1739,1528,0385,1.0,1500,2B12,2BBC,int_ctr_r_tableS,No,,,,-,,lemon table
0825,Leo sculpture,Leo sculpture,,,DLC,-,Yes,"4,800",-,"1,200",960,-,-,1x1,Yes,No,No,,,,,,300,-,-,Quirky,gray,gray,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,レオのちょうこく,escultura Leo,escultura Leo,sculpture Lion,sculpture Lion,Löwe-Wandschmuck,scultura Leone,사자자리 조각,0826,1668,0559,0557,1394,1392,0869,1172,0727,1.0,4800,2E07,2EB1,int_sgn_Leo,Yes,,,,Leo sculpture,Leo sculpture,-
0826,letter set,letter set,,,Post Office,-,No,-,-,300,-,-,-,1x1,No,No,Yes,,,,,,499,-,-,-,-,-,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,おてがみセット,conjunto de cartas,conjunto de cartas,set correspondance,set correspondance,Briefset,set corrispondenza,편지 세트,0827,0242,0502,0500,1409,1407,0184,1282,1530,1.0,1200,2C36,2CE0,int_oth_letter,Yes,,,,,letter set,-
0827,Libra scale,Libra scale,,,DLC,-,Yes,"4,800",-,"1,200",960,-,-,1x1,No,No,Yes,,,,,,300,-,-,-,brown,brown,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,リブラのてんびん,báscula Libra,báscula Libra,Balance à plateaux,Balance à plateaux,Waage-Modell,bascula Bilancia,천칭자리 저울,0828,1656,0171,0168,0092,0092,1629,0150,1236,1.0,4800,2E09,2EB3,int_sgn_Libra,Yes,,,,Libra scale,Libra scale,-
0828,life preserver,life preserver (Blue),,,Souvenir Shop,-,No,-,25,312,249,15,-,1x1,Yes,No,No,,,,,,451,-,-,-,white,aqua,-,sporty,,No,Yes,125,5,5,the life-ring design,1,-,-,-,,-,-,かべかけのうきわ,flotador salvavidas,flotador salvavidas,bouée,bouée,Deko-Rettungsring,salvagente a strisce,벽걸이 튜브,0829,0348,0649,0650,0193,0191,0257,1110,0628,1.0,1250,2CCC,2D76,rmk_oth_lifebelt_wall,Yes,,,,,life preserver,-
0829,life ring,life ring (Red),,,Souvenir Shop,-,No,-,20,250,200,12,-,1x1,No,No,No,,,,,,451,-,-,-,red,white,-,sporty,,No,Yes,100,5,5,the life-ring design,1,-,-,-,,-,-,うきわ,salvavidas,salvavidas,bouée de sauvetage,bouée de sauvetage,Rettungsring,salvagente,튜브,0830,0148,1381,1380,0194,0192,1217,1109,1460,1.0,1000,2B89,2C33,rmk_oth_lifebelt,No,,,,life ring,,-
0830,lift chair,lift chair,,,Snowman,-,No,-,-,"1,200",-,-,Seat,2x1,No,No,No,,,Sit,-,Sit,88,-,-,-,gray,gray,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,ゲレンデのリフト,telesilla,telesilla,télésiège,télésiège,Skilift,sciovia,스키장 리프트,0831,0536,1634,1633,1641,1641,1401,1153,0830,1.0,4800,2DB8,2E62,int_oth_skilift,Yes,,,,,lift chair,lift chair
0831,light breakfast,light breakfast,,,Cyrus's RV,-,No,-,-,300,-,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,brown,colorful,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,モーニングセットA,desayuno ligero,desayuno ligero,petit déjeuner léger,petit déjeuner léger,Frühstücksplatte,colazione leggera,모닝 세트 A,0832,1561,0533,0530,1207,1205,0424,0311,0481,1.4,1200,-,2F01,int_oth_breakfastA,No,,,,,light breakfast,-
0832,lily lamp,lily lamp,,,Leif,-,No,-,-,700,-,-,Light,1x1,No,No,No,,,Toggle,Light,Press,751,-,-,Antique / Fairy Tale,yellow,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,すずランプ,lámpara lirio,lámpara lirio,lampe muguet,lampe muguet,Glöckchenlampe,lampada mughetto,은방울꽃 램프,0833,0784,0794,0794,0896,0894,0491,0601,1085,1.0,2800,2C5E,2D08,int_oth_lilylamp,Yes,,,,,lily lamp,lily lamp
0833,lily record player,lily record player (White),,,Leif,-,No,-,-,620,-,-,Music Player,1x1,No,No,No,,,Music player,,Music,1251,-,-,Rustic / Fairy Tale,white,white,-,cute,,No,Yes,248,3,3,the flower color,1,-,-,-,,-,-,ユリのレコードプレーヤー,gramófono lirio,gramófono lirio,phonographe lys,phonographe lys,Liliengrammofon,giradischi giglio,백합 레코드플레이어,0834,1599,0685,0687,1214,1212,0862,0519,0593,1.0,2480,2DEA,2E94,rmk_flo_audioS,Yes,,,,lily record player,lily record player,-
0834,lily-pad table,lily-pad table,,,Nooklings,D,Yes,"1,600",-,400,320,-,Table,1x1,No,Yes,No,,,,,,151,frog,Set,Rustic,green,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ハスのテーブル,mesa nenúfar,mesa nenúfar,table nénuphar,table nénuphar,Seerosentisch,tavolo ninfea,연꽃 테이블,0835,1196,1006,1006,1547,1547,1382,1535,1001,1.0,1600,2B1B,2BC5,int_flg_tableS,No,,,,lily-pad table,,-
0835,locker stack,locker stack (White),,,Louie's RV,-,No,-,-,400,320,-,Closet,1x1,No,No,No,,,Storage,Press,Press,151,-,-,-,white,white,-,basic,,No,Yes,160,8,8,the color,1,-,-,-,,-,-,よにんようロッカー,taquilla seguridad,taquilla seguridad,armoire 4 casiers,armoire 4 casiers,4er-Spind,armadietto 4 ante,4인용 캐비닛,0836,1615,1587,1587,0023,0023,0015,0044,0013,1.4,1600,-,2FCD,rmk_sch_locker_long,No,,,,,locker stack,locker stack
0836,Lon Lon milk,Lon Lon milk,,,Epona's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,Yes,,,,,,300,-,-,Toy Shop,white,aqua,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ロンロンぎゅうにゅう,leche Lon Lon,leche Lon Lon,lait Lon Lon,lait Lon Lon,Lon Lon-Milch,latte Lon Lon,론론 우유,0837,1735,0844,0844,0855,0853,0865,0633,0410,1.4,12000,-,3088,int_zld_milk,Yes,,,,,,-
0837,loom,loom (Pink plaid),,,Nooklings,A,Yes,"3,000",-,750,600,-,-,1x1,No,No,No,,,,,,151,-,-,-,brown,pink,-,iconic,,No,Yes,300,3,1,-,3,the textile fabric,-,-,,-,-,はたおりき,telar,telar,métier à tisser,métier à tisser,Webstuhl,telaio,베틀,0838,1199,1604,1603,1068,1067,1666,1569,0612,1.0,3000,2CA4,2D4E,rmk_oth_loom,Yes,,,,loom,loom,loom
0838,lotus lamp,lotus lamp (Pink),,,Nooklings,D,Yes,"1,600",-,400,320,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,151,-,-,Harmonious / Rustic,pink,pink,-,cute,,No,Yes,160,4,4,the flower color,1,-,-,-,,-,-,ロータスランプ,lámpara nenúfar,lámpara nenúfar,lampe nénuphar,lampe nénuphar,Lotuslampe,lampada fior di loto,연꽃 램프,0839,1697,0803,0803,0904,0902,0866,0588,0999,1.0,1600,2C76,2D20,rmk_oth_lotuslamp,Yes,,,,,lotus lamp,-
0839,lotus pond,lotus pond,,,DLC,-,No,-,-,"3,000",-,-,-,3x3,No,No,No,,,,,,151,-,-,Harmonious / Rustic / Toy Shop,gray,green,-,basic,,No,No,-,1,1,-,1,-,-,-,"Scheduled to be distributed in North America between 04/01/17 - 04/30/17, but was reportedly never released outside of Japan",-,-,はすのいけ,estanque japonés,estanque japonés,étang aux nénuphars,étang aux nénuphars,Lotusteich,vecchio stagno,연꽃 연못,0840,1195,0576,0574,0642,0639,0867,1711,1000,1.4,12000,-,3098,int_jpn_pond,Yes,,,,,,lotus pond
0840,love tester,love tester,,,Pow ticket,-,No,-,-,256,204,-,-,1x1,No,No,Yes,,,,,,1051,-,-,Sci-Fi / Toy Shop,white,red,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,ラブテスター,Love Tester,Love Tester,Love Tester,Love Tester,Love Tester,Love Tester,러브 테스터,0841,1624,0872,0868,1014,1012,0868,0729,0357,1.0,1024,2DD5,2E7F,int_oth_lovetester,Yes,,,,,love tester,-
0841,lovely armoire,lovely armoire (Lovely pink),,,Nooklings,B,Yes,"2,240",-,560,448,-,Closet,1x1,No,No,No,,,Storage,Press,Press,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,224,4,3,the body color,1,-,1,Ruby,,-,-,ラブリークロゼット,armario corazón,armario corazón,armoire cœur,armoire cœur,Herzchenschrank,armadio cuori,러블리 옷장,0842,1628,0059,0059,0037,0037,0586,0057,0363,1.0,2240,29A5,2A4F,rmk_lov_chestC,No,,,,,,lovely armoire
0842,lovely bed,lovely bed (Lovely pink - Lovely pink),,,Nooklings,B,Yes,"2,000",-,500,400,-,Bed,2x2,No,No,No,,,Sleep,-,Sleep,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,200,12,3,the frame,3,the bedding,1,Ruby,,-,-,ラブリーベッド,cama corazón,cama corazón,lit cœur,lit cœur,Herzchenbett,letto cuori,러블리 침대,0843,1635,0310,0308,0965,0963,0582,0672,0365,1.0,2000,29A3,2A4D,rmk_lov_bedW,No,,,,,,lovely bed
0843,lovely chair,lovely chair (Lovely pink),,,Nooklings,B,Yes,"1,600",-,400,320,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,160,4,3,the body color,1,-,1,Ruby,,-,-,ラブリーチェア,silla corazón,silla corazón,chaise cœur,chaise cœur,Herzchenstuhl,sedia cuori,러블리 체어,0844,1632,1411,1410,0350,0349,0590,1197,0364,1.0,1600,29A6,2A50,rmk_lov_chairS,No,,,,,,lovely chair
0844,lovely doll,lovely doll,,,Nooklings,D,Yes,"2,400",-,600,480,-,Doll,1x1,No,No,Yes,,,,,,151,-,-,Harmonious / Fairy Tale / Quirky,yellow,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,にほんにんぎょう,muñeca japonesa,muñeca japonesa,poupée japonaise,poupée japonaise,Fernost-Puppe,bambola giapponese,일본 인형,0845,1108,1115,1114,1317,1315,0373,0118,1121,1.0,2400,2C4A,2CF4,int_oth_doll_jpn,Yes,,,,,lovely doll,-
0845,lovely dresser,lovely dresser (Lovely pink),,,Nooklings,B,Yes,"2,160",-,540,432,-,Dresser,2x1,No,Yes,No,,,Storage,Press,Press,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,216,4,3,the body color,1,-,1,Ruby,,-,-,ラブリータンス,cómoda corazón,cómoda corazón,commode cœur,commode cœur,Herzchenkommode,comò cuori,러블리 서랍장,0846,1631,0465,0463,0482,0481,0583,0324,0360,1.0,2160,29A4,2A4E,rmk_lov_chestA,No,,,,,,-
0846,lovely end table,lovely end table (Lovely pink - Lovely pink),,,Nooklings,B,Yes,"1,800",-,450,360,-,Table,1x1,No,Yes,No,,,,,,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,180,12,3,the body color,3,the tablecloth,1,Ruby,,-,-,ラブリーテーブル,mesita corazón,mesita corazón,guéridon cœur,guéridon cœur,Herzchentisch,tavolino cuori,러블리 테이블,0847,1633,1041,1040,0744,0742,0592,1460,0367,1.0,1800,29A8,2A52,rmk_lov_tableS,No,,,,,,lovely end table
0847,lovely kitchen,lovely kitchen (Lovely pink),,,Nooklings,B,Yes,"2,280",-,570,456,-,-,2x1,No,No,No,,,,,,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,228,4,3,the body color,1,-,1,Ruby,,-,-,ラブリーキッチン,cocina corazón,cocina corazón,cuisine cœur,cuisine cœur,Herzchenküche,fornello cuori,러블리 키친,0848,1627,0436,0436,0551,0550,0584,0475,0366,1.0,2280,29AB,2A55,rmk_lov_kitchen,No,,,,,,lovely kitchen
0848,lovely lamp,lovely lamp (Lovely pink - Lovely pink),,,Nooklings,B,Yes,"1,600",-,400,320,-,Light,1x1,No,No,No,,,Toggle,Light,Press,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,160,12,3,the body color,3,the lamp shade,1,Ruby,,-,-,ラブリースタンド,lámpara corazón,lámpara corazón,lampe cœur,lampe cœur,Herzchenlampe,lampada cuori,러블리 스탠드,0849,1629,0773,0773,0879,0877,0585,0581,0362,1.0,1600,29AC,2A56,rmk_lov_lamp,No,,,,,,lovely lamp
0849,lovely love seat,lovely love seat (Lovely pink - Lovely pink),,,Nooklings,B,Yes,"2,000",-,500,400,-,Seat,2x1,No,No,No,,,Sit,-,Sit,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,200,12,3,the body color,3,the set of cushions,1,Ruby,,-,-,ラブリーソファ,sofá corazón,sofá corazón,canapé cœur,canapé cœur,Herzchensofa,sofà cuori,러블리 소파,0850,1630,1497,1497,0285,0283,0587,1342,0361,1.0,2000,29A7,2A51,rmk_lov_chairL,No,,,,,,lovely love seat
0850,lovely phone,lovely phone,,,Flash ticket,-,No,-,-,"2,600",-,-,-,1x1,No,No,No,,,,,,1051,-,-,Fairy Tale,pink,pink,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,うらないテレフォン,teléfono corazón,teléfono corazón,téléphone cœur,téléphone cœur,Herzchentelefon,telefono cuori,운세 전화기,0851,0164,1629,1628,1634,1634,0591,1573,1060,1.0,10400,2BF7,2CA1,int_oth_otome,No,,,,,,-
0851,lovely table,lovely table (Lovely pink - Lovely pink),,,Nooklings,B,Yes,"1,800",-,450,360,-,Table,2x1,No,Yes,No,,,,,,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,180,12,3,the body color,3,the tablecloth,1,Ruby,,-,-,ラブリーローテーブル,mesa baja corazón,mesa baja corazón,table basse cœur,table basse cœur,Herzchensofatisch,tavolo cuori,러블리 낮은 테이블,0852,1636,0943,0942,1484,1484,0588,1499,0358,1.0,1800,29A9,2A53,rmk_lov_tableM,No,,,,,,lovely table
0852,lovely vanity,lovely vanity (Lovely pink),,,Nooklings,B,Yes,"2,200",-,550,440,-,-,1x1,No,No,No,,,,,,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,220,4,3,the body color,1,-,1,Ruby,,-,-,ラブリードレッサー,tocador corazón,tocador corazón,coiffeuse cœur,coiffeuse cœur,Herzchenspiegel,toletta cuori,러블리 화장대,0853,1634,1656,1654,0449,0448,0589,1594,0368,1.0,2200,29AA,2A54,rmk_lov_dresser,No,,,,,,lovely vanity
0853,lovely wall clock,lovely wall clock (Lovely pink),,,Nooklings,-,Yes,"1,960",-,490,392,-,Clock,2x1,Yes,No,No,,,,,,151,lovely,Series,Fairy Tale,pink,pink,-,cute,,No,Yes,196,4,3,the body color,1,-,1,Ruby,,-,-,ラブリーウォールクロック,reloj pared corazón,reloj pared corazón,horloge mur cœur,horloge mur cœur,Herzchenwanduhr,orologio muro cuori,러블리 벽시계,0854,1626,1327,1327,0810,0808,0593,0885,0359,1.0,1960,29AD,2A57,rmk_lov_clockD,Yes,,,,,lovely wall clock,-
0854,low screen,low screen,,,Nooklings,C,Yes,"1,480",-,370,296,-,-,1x1,No,No,No,,,,,,151,zen,Set,Harmonious,brown,beige,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,ひくいついたて,cubrechimeneas,cubrechimeneas,panneau bas,panneau bas,Sichtschutz,separé basso,낮은 파티션,0855,1287,0524,0523,1162,1160,1394,1264,0205,1.0,1480,2AF8,2BA2,int_oth_low_screen,No,,,,low screen,,low screen
0855,lucky black cat,lucky black cat,,,Nooklings,D,Yes,"1,700",-,425,340,-,Doll,1x1,No,No,Yes,,,,,,151,lucky cat,Set,Harmonious,black,black,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,くろいまねきねこ,gato suerte negro,gato suerte negro,chat fétiche noir,chat fétiche noir,Schwarz-Glückskatze,gatto fortuna nero,검은 복고양이,0856,0518,0674,0676,0419,0418,1373,0506,0085,1.0,1700,2B0F,2BB9,int_cat_black,No,,,,lucky cat,,lucky black cat
0856,lucky cat,lucky cat,,,Nooklings,A,Yes,"1,700",-,425,340,-,Doll,1x1,No,No,Yes,,,,,,151,lucky cat,Set,Harmonious,white,yellow,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,まねきねこ,gato suerte,gato suerte,chat fétiche,chat fétiche,Glückskatze,gatto fortuna,복고양이,0857,1480,0673,0675,0416,0415,0493,0505,0643,1.0,1700,2B0D,2BB7,int_cat_whiteR,No,,,,lucky cat,,lucky cat
0857,lucky doll,lucky doll,,,Billy's RV,-,No,-,-,300,240,-,Doll,1x1,No,No,Yes,,,,,,151,-,-,Harmonious / Antique / Toy Shop,colorful,colorful,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,ふくすけにんぎょう,muñeco japonés,muñeco japonés,poupée porte-bonheur,poupée porte-bonheur,Fukusuke,bambolina giapponese,행운 인형,0858,1348,1120,1119,1319,1317,0431,0124,1659,1.4,1200,-,2EF8,int_jpn_fukusuke,No,,,,,lucky doll,lucky doll
0858,lucky frog,lucky frog,,,Nooklings,B,Yes,"1,350",-,337,269,-,-,1x1,No,No,Yes,,,,,,151,zen,Set,Harmonious,brown,white,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ぶじかえる,rana de la suerte,rana de la suerte,rainette fétiche,rainette fétiche,Glücksfroschset,rana della fortuna,행운의 개구리,0859,1350,1274,1277,1339,1337,0492,1065,1661,1.0,1350,2AFA,2BA4,int_oth_frog,No,,,,,,lucky frog
0859,lucky gold cat,lucky gold cat,,,Nooklings,B,Yes,"6,200",-,"1,550","1,240",-,Doll,1x1,No,No,Yes,,,,,,151,lucky cat,Set,Harmonious,yellow,yellow,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,きんのまねきねこ,gato suerte oro,gato suerte oro,chat fétiche doré,chat fétiche doré,Gold-Glückskatze,gatto fortuna oro,금색 복고양이,0860,0451,0675,0677,0417,0416,0501,0507,0159,1.0,6200,2B10,2BBA,int_cat_gold,No,,,,lucky gold cat,,lucky gold cat
0860,lunar lander,lunar lander,,,Nooklings,A,Yes,"3,200",-,800,640,-,-,2x2,No,No,No,,,,,,151,space,Theme,Sci-Fi / Toy Shop,gray,yellow,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ちゃくりくせん,módulo lunar,módulo lunar,module lunaire,module lunaire,Landefähre,sonda lunare,달착륙선,0861,0952,1084,1083,1105,1103,0839,1373,0275,1.0,3200,2A5F,2B09,int_uvs_module,No,,,,lunar lander,,-
0861,lunar rover,lunar rover,,,Nooklings,B,Yes,"2,560",-,640,512,-,-,2x1,No,No,No,,,,,,151,space,Theme,Sci-Fi / Toy Shop,gray,gray,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,げつめんいどうしゃ,explorador lunar,explorador lunar,véhicule lunaire,véhicule lunaire,Mondfahrzeug,rover lunare,월면이동차,0862,0534,0608,0606,1702,1702,0955,1093,1066,1.0,2560,2A61,2B0B,int_uvs_rover,No,,,,lunar rover,,lunar rover
0862,lunch box,lunch box (K.K. Slider),,,Rex's RV,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,yellow,green,-,basic,,No,Yes,160,4,4,the menu,1,-,-,-,,-,-,おべんとう,lonchera con mantel,fiambrera con mantel,boîte à casse-croûte,boîte à casse-croûte,Bento,portapranzo,도시락,0863,0260,0867,0624,0158,0157,0133,1033,0302,1.4,1600,-,2F13,rmk_oth_lunchbox,No,,,,,lunch box,lunch box
0863,lunch pack,lunch pack (Green),,,Maddie's RV,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,green,colorful,-,modern,,No,Yes,160,4,4,the box color,1,-,-,-,,-,-,ランチパック,lonchera,fiambrera,boîte repas,boîte repas,Lunchbox,pranzo da asporto,런치 팩,0864,1638,0866,0623,0172,0170,0874,1047,0381,1.4,1600,-,2FB5,rmk_oth_lunchpack,No,,,,,lunch pack,-
0864,lunch tray,lunch tray (A lunch),,,Nooklings,B,Yes,800,-,200,160,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,gray,gray,-,iconic,,No,Yes,80,4,4,the menu,1,-,-,-,,-,-,ランチプレート,bandeja de comida,bandeja de comida,plateau-repas,plateau-repas,Kantinentablett,vassoio della mensa,식판,0865,1639,0141,0138,1268,1266,0673,1705,0879,1.0,800,2CF7,2DA1,rmk_oth_lunchplate,Yes,,,,,lunch tray,-
0865,mahjong table,mahjong table,,,Nooklings,D,Yes,"4,200",-,"1,050",840,-,-,1x1,No,No,No,,,,,,151,-,-,Harmonious / Toy Shop,green,brown,-,rock 'n' roll,,No,No,-,1,1,-,1,-,-,-,,-,-,マージャンテーブル,mesa de mahjong,mesa de mahjong,table de mah-jong,table de mah-jong,Mah-Jongg-Tisch,tavolo mahjong,마작 테이블,0866,1443,0966,0965,1513,1513,0889,1529,0443,1.0,4200,2B5C,2C06,int_oth_mahjongtable,No,,,,-,,mahjong table
0866,makeup case,makeup case,,,Nooklings,D,Yes,"1,200",-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,Fairy Tale,pink,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,メイクボックス,caja maquillaje,caja maquillaje,coffret à maquillage,coffret à maquillage,Schminkbox,beauty case,메이크업 박스,0867,1553,0285,0283,0445,0444,1330,0156,0474,1.0,1200,2CB3,2D5D,int_oth_makeup,Yes,,,,,makeup case,makeup case
0867,Mama bear,Mama bear (Blank),,,Nooklings,C,Yes,"1,600",-,400,320,-,Doll,1x1,No,No,Yes,,,,,,151,bear,Set,Fairy Tale / Toy Shop,beige,beige,-,cute,,No,Yes,160,6,6,the cloth,1,-,-,-,,-,-,くまのナミちゃん,mamá oso,mamá oso,maman ours,maman ours,Mama-Bär,mamma orsa,중간 곰인형,0868,0477,0888,0884,1038,1036,0894,0748,1207,1.0,1600,2ADE,2B88,rmk_ber_bearM,No,,,,Mama bear,,-
0868,Mama panda,Mama panda,,,Nooklings,A,Yes,960,-,240,192,-,Doll,1x1,No,No,Yes,,,,,,151,panda,Set,Harmonious / Fairy Tale / Toy Shop,white,black,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,パンダのチュンチュン,mamá panda,mamá panda,maman panda,maman panda,Mama-Panda,mamma panda,중간 판다,0869,1276,0890,0886,1040,1038,0896,0749,1208,1.0,960,2AE2,2B8C,int_pnd_m,No,,,,Mama panda,,Mama panda
