Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
portable record player,,Green,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Green,Black,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_3_0,3_0,4338,FcobneMmGY3ENWajs
portable record player,,Pink,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Pink,White,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_4_0,4_0,4338,zNMNmhZZfxiBZHb84
portable record player,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Black,Red,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_5_0,5_0,4338,DvAPQ2oyfnGreYWr4
portable record player,,Orange,Color,NA,NA,No,No,No,NA,1,NA,None,1700,4000,1000,Orange,White,1x1,No,3600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,shop,retro,None,None,Audio,Music Player,Audio,Yes,Cheap,No lighting,NA,For sale,1.0.0,Yes,FtrPortablerecordplayer_Remake_6_0,6_0,4338,Lw7uupRkJNY8E4yZb
pot,,Brown,Color,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,1000,Brown,Beige,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,retro,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrKame_Remake_0_0,0_0,2559,jHRzKCFvTBqyRnthF
pot,,White,Color,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,1000,White,White,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,retro,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrKame_Remake_1_0,1_0,2559,Dkk2wHofJghYwcpcd
pot,,Black,Color,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,1000,Black,Black,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,retro,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrKame_Remake_2_0,2_0,2559,4ksRit29TZQyEe6ki
pot,,Beige,Color,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,1000,Beige,Beige,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,retro,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrKame_Remake_3_0,3_0,2559,ZytQRrrHRispiTxxD
pot,,Gray,Color,NA,NA,Yes,Yes,No,NA,1,2,Normal,1700,NFS,1000,White,Blue,1x1,No,NA,NA,Crafting,,NA,NA,103,harmonious,retro,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,Not for sale,1.0.0,Yes,FtrKame_Remake_4_0,4_0,2559,saHLhE8LLBSeJJoBh
potato curry,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,2520,Yellow,Orange,1x1,No,NA,NA,Cooking,,NA,NA,103,restaurant,harmonious,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrNancurryPotato,NA,14127,9yj3sN7ahnHEGxa5E
potato galette,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,2210,Orange,Green,1x1,No,NA,NA,Cooking,,NA,NA,103,restaurant,shop,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrPancakePotato,NA,14131,9jKp5dQkrvMpQ5YRh
potato potage,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,1370,Beige,Orange,1x1,No,NA,NA,Cooking,,NA,NA,103,café,restaurant,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrSoupPotato,NA,13932,yiPfNsdmwqWonEm8k
potted starter plants,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,Black,Brown,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_0_0,0_0,13577,DMQJi86i3HaoSznXM
potted starter plants,,Green,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,Green,Brown,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_1_0,1_0,13577,bNZigh63wjKvB4Nh4
potted starter plants,,Blue,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,Blue,Brown,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_2_0,2_0,13577,Chk4XoJwDxTWP9Fsz
potted starter plants,,White,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,White,Yellow,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_3_0,3_0,13577,9b48y2RQAMKQFSGn5
potted starter plants,,Pink,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,Pink,Pink,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_4_0,4_0,13577,XzoohT5wZ2Tx7fsto
potted starter plants,,Gray,Color,NA,NA,No,No,No,NA,1,NA,None,1000,720,180,Gray,Purple,1x1,No,650,Poki,Nook's Cranny; HHP Office,,NA,NA,103,local,garden,None,None,None,No,Plants,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrNurseryplant_Remake_5_0,5_0,13577,z6SCQnTWmXBkxKhTX
pound cake,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,950,Yellow,Beige,1x1,No,NA,NA,Cooking,,NA,NA,103,café,shop,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrPoundcake,NA,13980,NrZYiy7LzibaiCLw7
power stone,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,4800,1200,White,Red,1x1,No,4300,Poki,Katrina's Cleansing Service,,NA,NA,355,fantasy,None,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrPowerstone,NA,14568,eFYSDYgmkofbK9wNp
premium nigirizushi,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,2700,675,Brown,Colorful,1x1,No,2400,Poki,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,restaurant,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,For sale,2.0.0,Yes,FtrSushigetaBamboo,NA,12817,Rqp3sB9qMJ9GgyWAa
pretzels,,NA,NA,NA,NA,Yes,No,No,NA,1,NA,None,NA,NFS,630,Brown,Beige,1x1,No,NA,NA,Cooking,,NA,NA,103,café,shop,None,None,Food,No,DishFood,No,Does not play music,No lighting,5,Not for sale,2.0.0,Yes,FtrPretzel,NA,13986,jy8gophcLsCnqppkn
pro coffee grinder,,NA,NA,NA,NA,No,No,No,NA,1,NA,None,NA,3200,800,Red,Gray,1x1,No,2900,Poki,Brewster,Sit down for coffee on 40 different days,NA,NA,153,café,None,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrCafeCoffeemill,NA,429,EHcSEzdwWThhajuLS
pro tape recorder,,Gray,Color,NA,NA,No,No,No,NA,1,NA,None,1700,5400,1350,Black,Gray,1x1,No,4900,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,retro,music,None,None,Audio,Music Player,Audio,No,Retro,No lighting,NA,For sale,1.0.0,Yes,FtrReelrecorder_Remake_0_0,0_0,3822,9WrhPpJdHLzM4EG3D
pro tape recorder,,Brown,Color,NA,NA,No,No,No,NA,1,NA,None,1700,5400,1350,Brown,Red,1x1,No,4900,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,retro,music,None,None,Audio,Music Player,Audio,No,Retro,No lighting,NA,For sale,1.0.0,Yes,FtrReelrecorder_Remake_1_0,1_0,3822,KB7gLwnEttvDdm2na
pro tape recorder,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,1700,5400,1350,Black,Blue,1x1,No,4900,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,retro,music,None,None,Audio,Music Player,Audio,No,Retro,No lighting,NA,For sale,1.0.0,Yes,FtrReelrecorder_Remake_2_0,2_0,3822,WMa4Sm6n7PkziG97w
professional headphones,,Black,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_0,0_0,13589,CMNT9kZCotoZzcuDH
professional headphones,,Black,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_1,0_1,13589,QKKMuz5GSspFx2278
professional headphones,,Black,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_2,0_2,13589,gJfXG8JbsSPpCeutq
professional headphones,,Black,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_3,0_3,13589,cCHincTyCXYS7MqFn
professional headphones,,Black,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_4,0_4,13589,BK5J2wgJL4LLRKwWT
professional headphones,,Black,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Black,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_0_5,0_5,13589,ErWsyAPEGZSF4dHpG
professional headphones,,Silver,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_0,1_0,13589,W3LDFah6Wqp2nNxi8
professional headphones,,Silver,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_1,1_1,13589,RhrLJ2DM6NhGXEDJA
professional headphones,,Silver,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_2,1_2,13589,PjwxTGudAqWWGY4zo
professional headphones,,Silver,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_3,1_3,13589,rk9Q9hC9LuXWCRjRd
professional headphones,,Silver,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_4,1_4,13589,dca4P4WbxfMqbC9a5
professional headphones,,Silver,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Gray,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_1_5,1_5,13589,QaYPTyLb7tiSmSBR8
professional headphones,,White,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_0,2_0,13589,agQ4WhLPi4ueohfdQ
professional headphones,,White,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_1,2_1,13589,NSbCykQ4JqRXzgPPv
professional headphones,,White,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_2,2_2,13589,LHcLYBpCmTK3tRFM7
professional headphones,,White,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_3,2_3,13589,G2FjZA2tCimChuEzX
professional headphones,,White,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_4,2_4,13589,JNsQF8wodG7fYzofr
professional headphones,,White,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,White,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_2_5,2_5,13589,gSzKE38KHngcnfpQc
professional headphones,,Brown,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_0,3_0,13589,T8DoFpawZiixRY67D
professional headphones,,Brown,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_1,3_1,13589,D7h5wXLkkCdKgYxQ2
professional headphones,,Brown,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_2,3_2,13589,xL8bLTrPb3Paubkr4
professional headphones,,Brown,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_3,3_3,13589,QBcxv3uYtZGKHtKnD
professional headphones,,Brown,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_4,3_4,13589,GJPokkfec3HdMZwf4
professional headphones,,Brown,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Brown,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_3_5,3_5,13589,AKGGDK2Zprhk3gCt3
professional headphones,,Red,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_0,4_0,13589,WMEciCFjuNSw5K3j2
professional headphones,,Red,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_1,4_1,13589,NfKhfema8xrww2kki
professional headphones,,Red,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_2,4_2,13589,cxX3CKaQawCzZWM2k
professional headphones,,Red,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_3,4_3,13589,GCZsLFRY6bvLQcXWn
professional headphones,,Red,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_4,4_4,13589,cpamfKTE8Bm6c33Ft
professional headphones,,Red,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Red,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_4_5,4_5,13589,ZoAuLyeCeFaPWxmXo
professional headphones,,Orange,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,Orange,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_0,5_0,13589,CJMat4LvjA5xfaSru
professional headphones,,Orange,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_1,5_1,13589,DZjJjYdMZkbjeyQDQ
professional headphones,,Orange,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_2,5_2,13589,YMxzb3uj6gi9qwARh
professional headphones,,Orange,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_3,5_3,13589,Gvd47YL5Wx2dnCPNN
professional headphones,,Orange,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_4,5_4,13589,49yWdXMNpNnqLpZkE
professional headphones,,Orange,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Orange,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_5_5,5_5,13589,nfEZRgWp8f8tvCm2E
professional headphones,,Green,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,Green,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_0,6_0,13589,JSsbjmoaFA6cw8ErD
professional headphones,,Green,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_1,6_1,13589,9XASQEDQbkQ5Z6utY
professional headphones,,Green,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_2,6_2,13589,JvvXxaumQvaHxJaHF
professional headphones,,Green,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_3,6_3,13589,xJY3RyDXRXg5vHjvC
professional headphones,,Green,Color,Text logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,Black,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_4,6_4,13589,YL9CN9C26n5v94vvL
professional headphones,,Green,Color,Seal logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Green,White,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_6_5,6_5,13589,wkqjW8ae3t7cKpicJ
professional headphones,,Blue,Color,None,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Blue,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_7_0,7_0,13589,hMF66bGYEgPPHvANE
professional headphones,,Blue,Color,Black & red,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Blue,Red,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_7_1,7_1,13589,4SoshQcqmfXFZCyhf
professional headphones,,Blue,Color,Black & blue,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Blue,Blue,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_7_2,7_2,13589,JdSju8R7f23bZcnap
professional headphones,,Blue,Color,Tree logo,Logo,No,No,Yes,Default; Custom,1,6,Normal,4500,18000,4500,Blue,Brown,1x1,No,16200,Poki,Nook's Cranny; HHP Office,,NA,NA,103,music,concert,None,None,None,No,Audio,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrHeadphonePro_Remake_7_3,7_3,13589,K28wQPqpf28E8ktas
